carpark_id,facility,day_group,window_start,window_end,rate_type,first_hour,first_Nhr,first_Nhr_covers_mins,rate_30min,rate_per_min,per_entry,raw
RESORTS_WORLD_SENTOSA_UNIVERSAL_STUDIOS_SINGAPORE_,main,mon-thu,07:00,19:00,tiered,7,,,1,,,$7 for 1st hr; $1 for sub. 0.5 hr or part thereof. (Max: $28 per 24 hrs)
RESORTS_WORLD_SENTOSA_UNIVERSAL_STUDIOS_SINGAPORE_,main,mon-thu,19:00,24:00,per_entry,,,,,,6,$6 per entry
RESORTS_WORLD_SENTOSA_UNIVERSAL_STUDIOS_SINGAPORE_,main,sat,07:00,19:00,tiered,8,,,2,,,$8 for 1st hr; $2 for sub. 0.5 hr or part thereof
RESORTS_WORLD_SENTOSA_UNIVERSAL_STUDIOS_SINGAPORE_,main,sat,19:00,24:00,per_entry,,,,,,8,$8 per entry (Max: $28 per 24 hrs)
RESORTS_WORLD_SENTOSA_UNIVERSAL_STUDIOS_SINGAPORE_,main,sun_ph,07:00,19:00,tiered,8,,,2,,,$8 for 1st hr; $2 for sub. 0.5 hr or part thereof
RESORTS_WORLD_SENTOSA_UNIVERSAL_STUDIOS_SINGAPORE_,main,sun_ph,19:00,24:00,per_entry,,,,,,8,$8 per entry (Max: $28 per 24 hrs)
ROYAL_SELANGOR_PEWTER_MUSEUM_PARK_AT_CLARKE_QUAY,main,weekday,00:00,24:00,tiered,2.2,,,1.1,,,$2.20 for 1st hr; $1.10 for sub. 0.5 hr (Car park at Clarke Quay)
ROYAL_SELANGOR_PEWTER_MUSEUM_PARK_AT_CLARKE_QUAY,main,weekday,17:00,24:00,per_entry,,,,,,2.5,$2.50 per entry
ROYAL_SELANGOR_PEWTER_MUSEUM_PARK_AT_CLARKE_QUAY,main,sat,00:00,24:00,tiered,2.2,,,1.1,,,$2.20 for 1st hr; $1.10 for sub. 0.5 hr (Car park at Clarke Quay)
ROYAL_SELANGOR_PEWTER_MUSEUM_PARK_AT_CLARKE_QUAY,main,sat,17:00,24:00,per_entry,,,,,,2.5,$2.50 per entry
ROYAL_SELANGOR_PEWTER_MUSEUM_PARK_AT_CLARKE_QUAY,main,sun_ph,00:00,24:00,per_entry,,,,,,2.5,$2.50 per entry
SENTOSA_BEACH_AND_IMBIAH_CAR_PARK,main,weekday,07:00,17:00,tiered,,3,240,0.5,,,Island Entry: $6 per car*; Parking - $3 for 1st 4hrs; $1 for sub. hr. Except
SENTOSA_BEACH_AND_IMBIAH_CAR_PARK,main,weekday,17:01,06:59 +1d,per_entry,,,,,,1,Island entry: $2 per car*; parking - $1 per entry
SENTOSA_BEACH_AND_IMBIAH_CAR_PARK,main,sat,07:00,17:00,tiered,,5,240,1,,,Island entry: $7 per car*; Parking - $5 for 1st 4 hrs; $2 for sub. hr
SENTOSA_BEACH_AND_IMBIAH_CAR_PARK,main,sat,17:01,06:59 +1d,per_entry,,,,,,2,$3 per car*; parking - $2 per entry
SENTOSA_BEACH_AND_IMBIAH_CAR_PARK,main,sun_ph,07:00,17:00,tiered,,5,240,1,,,Island entry: $7 per car*; Parking - $5 for 1st 4 hrs; $2 for sub. hr
SENTOSA_BEACH_AND_IMBIAH_CAR_PARK,main,sun_ph,17:01,06:59 +1d,per_entry,,,,,,2,$3 per car*; parking - $2 per entry
SENTOSA_TANJONG_PALAWAN_CAR_PARK,main,weekday,07:00,17:00,tiered,,3,480,0.5,,,Island Entry: $6 per car*; Parking - $3 for 1st 8hrs; $1 for sub. hr. Except
SENTOSA_TANJONG_PALAWAN_CAR_PARK,main,weekday,17:01,06:59 +1d,per_entry,,,,,,1,Island entry: $2 per car*; parking - $1 per entry
SENTOSA_TANJONG_PALAWAN_CAR_PARK,main,sat,07:00,17:00,tiered,,3,480,0.5,,,Island entry: $7 per car*; Parking - $3 for 1st 8hrs; $1 for sub. hr
SENTOSA_TANJONG_PALAWAN_CAR_PARK,main,sat,17:01,06:59 +1d,per_entry,,,,,,1,$3 per car*; parking - $1 per entry
SENTOSA_TANJONG_PALAWAN_CAR_PARK,main,sun_ph,07:00,17:00,tiered,,3,480,0.5,,,Island entry: $7 per car*; Parking - $3 for 1st 8hrs; $1 for sub. hr
SENTOSA_TANJONG_PALAWAN_CAR_PARK,main,sun_ph,17:01,06:59 +1d,per_entry,,,,,,1,$3 per car*; parking - $1 per entry
SINGAPORE_ART_MUSEUM,main,weekday,00:00,24:00,not_public,,,,,,,"Parking at SAM reserved for cars with NHB parking labels. Nearest Carparks available at Waterloo Street, Queen Street, NTUC Income Centre, Plaza by the Park and Singapore Management University."
SINGAPORE_ART_MUSEUM,main,sat,00:00,24:00,not_public,,,,,,,"Parking at SAM reserved for cars with NHB parking labels. Nearest Carparks available at Waterloo Street, Queen Street, NTUC Income Centre, Plaza by the Park and Singapore Management University."
SINGAPORE_ART_MUSEUM,main,sun_ph,00:00,24:00,not_public,,,,,,,"Parking at SAM reserved for cars with NHB parking labels. Nearest Carparks available at Waterloo Street, Queen Street, NTUC Income Centre, Plaza by the Park and Singapore Management University."
SINGAPORE_BOTANIC_GARDENS,main,weekday,07:00,22:30,per_min,,,,,0.02,,$0.02 per min (
SINGAPORE_BOTANIC_GARDENS,main,sat,07:00,22:30,per_min,,,,,0.02,,$0.02 per min (
SINGAPORE_BOTANIC_GARDENS,main,sun_ph,07:00,22:30,per_min,,,,,0.02,,$0.02 per min (
SINGAPORE_CITY_GALLERY_URA_CENTRE,main,weekday,06:00,22:00,hourly,,,,1.1,,,$1.10 per 0.5 hr (per min charging) Public parking is also available at the Erskine Road Off-Street Carpark next to Maxwell Road Food Centre
SINGAPORE_CITY_GALLERY_URA_CENTRE,main,weekday,22:00,06:00 +1d,per_entry,,,,,,3,$3 per entry
SINGAPORE_CITY_GALLERY_URA_CENTRE,main,sat,06:00,22:00,hourly,,,,1.1,,,$1.10 per 0.5 hr (per min charging) Public parking is also available at the Erskine Road Off-Street Carpark next to Maxwell Road Food Centre
SINGAPORE_CITY_GALLERY_URA_CENTRE,main,sat,22:00,06:00 +1d,per_entry,,,,,,3,$3 per entry
SINGAPORE_CITY_GALLERY_URA_CENTRE,main,sun_ph,06:00,22:00,hourly,,,,0.55,,,$0.55 per 0.5 hr (per min charging)
SINGAPORE_CITY_GALLERY_URA_CENTRE,main,sun_ph,22:00,24:00,per_entry,,,,,,3,$3 per entry
SINGAPORE_FLYER,main,weekday,06:00,18:00,hourly,,,,1,,,$2 per hr or part thereof. Free Lunchtime Parking from 12pm to 2pm (only valid for vehicles entering the multi-storey carpark after 12pm)
SINGAPORE_FLYER,main,weekday,18:00,06:00 +1d,per_entry,,,,,,2,$2 per entry
SINGAPORE_FLYER,main,sat,06:00,24:00,hourly,,,,1,,,$2 per hr or part thereof
SINGAPORE_FLYER,main,sat,00:00,06:00,per_entry,,,,,,2,$2 per entry
SINGAPORE_FLYER,main,sun_ph,06:00,24:00,hourly,,,,1,,,$2 per hr or part thereof
SINGAPORE_FLYER,main,sun_ph,00:00,06:00,per_entry,,,,,,2,$2 per entry
SINGAPORE_MINT_COIN_GALLERY,main,weekday,00:00,24:00,free,,,,,,,Wkdays free: 8.30am-4.30pm
SINGAPORE_MINT_COIN_GALLERY,main,sat,00:00,24:00,free,,,,,,,Wkdays free: 8.30am-4.30pm
SINGAPORE_MINT_COIN_GALLERY,main,sun_ph,00:00,24:00,free,,,,,,,Wkdays free: 8.30am-4.30pm
SINGAPORE_PHILATELIC_MUSEUM,main,weekday,00:00,24:00,coupon,,,,,,,URA coupon parking. Nearest car park at Armenian Street between Bible House and Peranakan Museum
SINGAPORE_PHILATELIC_MUSEUM,main,sat,00:00,24:00,coupon,,,,,,,URA coupon parking. Nearest car park at Armenian Street between Bible House and Peranakan Museum
SINGAPORE_PHILATELIC_MUSEUM,main,sun_ph,00:00,24:00,coupon,,,,,,,URA coupon parking. Nearest car park at Armenian Street between Bible House and Peranakan Museum
SINGAPORE_SCIENCE_CENTRE_SINGAPORE_DISCOVERY_CENTR,main,weekday,00:00,24:00,hourly,,,,0.5,,,$0.50 per 0.5 hour
SINGAPORE_SCIENCE_CENTRE_SINGAPORE_DISCOVERY_CENTR,main,sat,00:00,24:00,hourly,,,,0.5,,,$0.50 per 0.5 hour
SINGAPORE_SCIENCE_CENTRE_SINGAPORE_DISCOVERY_CENTR,main,sun_ph,00:00,24:00,hourly,,,,0.5,,,$0.50 per 0.5 hour
SINGAPORE_TURF_CLUB_STC,main,weekday,00:00,24:00,per_entry,,,,,,5,$5 per entry
SINGAPORE_TURF_CLUB_STC,main,sat,00:00,24:00,per_entry,,,,,,5,$5 per entry
SINGAPORE_TURF_CLUB_STC,main,sun_ph,00:00,24:00,per_entry,,,,,,5,$5 per entry
SINGAPORE_ZOOLOGICAL_GARDENS_NIGHT_SAFARI,main,weekday,00:00,24:00,tiered,3,,,1,,,$3 for 1st hr; $2 sub. hr or part thereof. 4th hour onwards: $8.00 flat rate (maximum)
SINGAPORE_ZOOLOGICAL_GARDENS_NIGHT_SAFARI,main,sat,00:00,24:00,tiered,3,,,1,,,$3 for 1st hr; $2 sub. hr or part thereof. 4th hour onwards: $8.00 flat rate (maximum)
SINGAPORE_ZOOLOGICAL_GARDENS_NIGHT_SAFARI,main,sun_ph,00:00,24:00,tiered,3,,,1,,,$3 for 1st hr; $2 sub. hr or part thereof. 4th hour onwards: $8.00 flat rate (maximum)
SUNGEI_BULOH_WETLAND_RESERVE,main,weekday,00:00,24:00,free,,,,,,,Daily free: 7am-7pm
SUNGEI_BULOH_WETLAND_RESERVE,main,sat,00:00,24:00,free,,,,,,,Daily free: 7am-7pm
SUNGEI_BULOH_WETLAND_RESERVE,main,sun_ph,00:00,24:00,free,,,,,,,Daily free: 7am-7pm
THE_BATTLE_BOX_PARK_AT_FORT_CANNING,main,weekday,00:00,24:00,coupon,,,,,,,URA coupon parking
THE_BATTLE_BOX_PARK_AT_FORT_CANNING,main,sat,00:00,24:00,coupon,,,,,,,URA coupon parking
THE_BATTLE_BOX_PARK_AT_FORT_CANNING,main,sun_ph,00:00,24:00,coupon,,,,,,,URA coupon parking
UNDERWATER_WORLD_SINGAPORE,main,mon-thu,07:00,23:59,tiered,,7.5,180,2.5,,,$7.50 for 1st 3 hrs; $5 per hr or part thereof
UNDERWATER_WORLD_SINGAPORE,main,mon-thu,00:00,06:59,per_entry,,,,,,20,$20 per entry
UNDERWATER_WORLD_SINGAPORE,main,sat,07:00,23:59,tiered,,9,180,2.5,,,$9 for 1st 3 hrs; $5 per hr or part thereof
UNDERWATER_WORLD_SINGAPORE,main,sat,00:00,06:59,per_entry,,,,,,20,$20 per entry
UNDERWATER_WORLD_SINGAPORE,main,sun_ph,07:00,23:59,tiered,,9,180,2.5,,,$9 for 1st 3 hrs; $5 per hr or part thereof
UNDERWATER_WORLD_SINGAPORE,main,sun_ph,00:00,06:59,per_entry,,,,,,20,$20 per entry
10_RAEBURN_PARK,main,weekday,00:00,24:00,hourly,,,,0.535,,,$1.07 per hr
10_RAEBURN_PARK,main,weekday,17:00,23:00,per_entry,,,,,,2.14,- $2.14 per entry
10_RAEBURN_PARK,main,weekday,23:00,08:00 +1d,hourly,,,,0.535,,,$1.07 per hr
10_RAEBURN_PARK,main,sat,08:00,17:00,hourly,,,,0.535,,,$1.07 per hr
10_RAEBURN_PARK,main,sat,17:00,23:00,per_entry,,,,,,2.14,$2.14 per entry
10_RAEBURN_PARK,main,sat,23:00,08:00 +1d,hourly,,,,0.535,,,$1.07 per hr
10_RAEBURN_PARK,main,sun_ph,00:00,24:00,hourly,,,,0.535,,,$1.07 per hr
1557_KEPPEL_ROAD,main,weekday,07:00,19:00,tiered,1.29,,,0.86,,,"$1.29 for 1st hr, $0.43 /15 mins thereafter"
1557_KEPPEL_ROAD,main,weekday,19:00,07:00 +1d,per_entry,,,,,,2.14,$2.14 /Entry
1557_KEPPEL_ROAD,main,sat,07:00,13:00,tiered,1.29,,,0.86,,,"-$1.29 for 1st hr, $0.43 per 15 mins thereafter"
1557_KEPPEL_ROAD,main,sat,13:00,07:00 +1d,per_entry,,,,,,2.14,$2.14 /Entry
1557_KEPPEL_ROAD,main,sun_ph,00:00,24:00,per_entry,,,,,,2.14,$2.14 / Entry
34_BOON_LEAT_TERRACE,main,weekday,00:00,24:00,hourly,,,,0.8,,,$0.80 / 30 mins
34_BOON_LEAT_TERRACE,main,weekday,18:00,22:00,per_entry,,,,,,2.5,$2.50 per entry
34_BOON_LEAT_TERRACE,main,weekday,22:00,07:00 +1d,per_entry,,,,,,4,$4.00 per entry
34_BOON_LEAT_TERRACE,main,sat,07:00,13:00,hourly,,,,0.8,,,$0.80 /30 mins
34_BOON_LEAT_TERRACE,main,sat,13:00,07:00 +1d,per_entry,,,,,,4,$4.00 /entry
34_BOON_LEAT_TERRACE,main,sun_ph,00:00,24:00,per_entry,,,,,,4,$4.00 / entry
798_UPPER_BUKIT_TIMAH_ROAD,main,weekday,00:00,07:00,hourly,,,,2.14,,,$2.14 /30 mins
798_UPPER_BUKIT_TIMAH_ROAD,main,weekday,07:00,24:00,hourly,,,,1.07,,,$1.07 /30 mins
798_UPPER_BUKIT_TIMAH_ROAD,main,sat,00:00,07:00,hourly,,,,2.14,,,$2.14 /30 mins
798_UPPER_BUKIT_TIMAH_ROAD,main,sat,07:00,24:00,hourly,,,,1.07,,,$1.07 /30 mins
798_UPPER_BUKIT_TIMAH_ROAD,main,sun_ph,00:00,07:00,hourly,,,,2.14,,,$2.14 /30 mins
798_UPPER_BUKIT_TIMAH_ROAD,main,sun_ph,07:00,24:00,hourly,,,,1.07,,,$1.07 /30 mins
8_SHENTON_WAY,main,weekday,07:00,18:00,hourly,,,,2.3,,,$2.30 per 0.5 hr
8_SHENTON_WAY,main,weekday,18:00,24:00,per_entry,,,,,,2.8,$2.80 per entry
8_SHENTON_WAY,main,sat,07:00,18:00,hourly,,,,2.3,,,$2.30 per 0.5 hr
8_SHENTON_WAY,main,sat,18:00,24:00,per_entry,,,,,,2.8,$2.80 per entry
8_SHENTON_WAY,main,sun_ph,00:00,24:00,per_entry,,,,,,2.8,$2.80 per entry
AMARA_HOTEL_2,main,weekday,08:00,16:59,hourly,,,,2,,,$2 per 0.5 hr; 5pm-7.59am (the following day) : $3 per entry
AMARA_HOTEL_2,main,sat,08:00,16:59,hourly,,,,2,,,$2 per 0.5 hr; 5pm-7.59am (the following day) : $3 per entry
AMARA_HOTEL_2,main,sun_ph,00:00,24:00,per_entry,,,,,,3,$3 per entry
ASIA_SQUARE,main,weekday,07:00,17:59,per_min,,,,,0.08,,$0.08 per min; 6pm onwards: $3 per entry
ASIA_SQUARE,main,sat,00:00,24:00,per_entry,,,,,,3,7am-6.59am (next day): $3 per entry
ASIA_SQUARE,main,sun_ph,00:00,24:00,per_entry,,,,,,3,7am-6.59am (next day): $3 per entry
BANGKOK_BANK_BUILDING,main,weekday,07:00,19:00,tiered,,2,30,2,,,$2 for 1st 0.5 hr; $4 for sub. hr
BANGKOK_BANK_BUILDING,main,sat,07:00,19:00,tiered,,2,30,2,,,$2 for 1st 0.5 hr; $4 for sub. hr
BAYFRONT_AVENUE,main,weekday,07:00,18:00,hourly,,,,1.5,,,$3 per hr
BAYFRONT_AVENUE,main,weekday,18:00,24:00,hourly,,,,0.6,,,$1.20 per hr
BAYFRONT_AVENUE,main,sat,07:00,13:00,hourly,,,,1.5,,,$3 per hr
BAYFRONT_AVENUE,main,sat,13:00,24:00,hourly,,,,0.6,,,$1.20 per hr
BAYFRONT_AVENUE,main,sun_ph,00:00,24:00,hourly,,,,0.6,,,$1.20 per hr
BERJAYA_HOTEL_2,main,weekday,08:30,17:00,hourly,,,,1,,,$1 per 0.5 hr
BERJAYA_HOTEL_2,main,weekday,17:00,22:00,hourly,,,,0.5,,,$1 per hr
BERJAYA_HOTEL_2,main,sat,08:30,17:00,hourly,,,,1,,,$1 per 0.5 hr
BERJAYA_HOTEL_2,main,sat,17:00,22:00,hourly,,,,0.5,,,$1 per hr
BERJAYA_HOTEL_2,main,sun_ph,08:30,22:00,hourly,,,,0.5,,,$1 per hr
BUGIS_JUNCTION,main,weekday,08:00,17:00,tiered,1.07,,,1.11,,,$1.07 for 1st hr; $0.37 for sub. 10mins
BUGIS_JUNCTION,main,mon-thu,17:00,24:00,tiered,,2.5,120,1.11,,,$2.50 per entry. Fri: $2.50 for 1st 2hrs; $0.37 for sub. 10 mins
BUGIS_JUNCTION,main,sat,00:00,24:00,tiered,,2.5,120,1.11,,,$2.50 for 1st 2hrs; $0.37 for sub. 10 mins
BUGIS_JUNCTION,main,sun_ph,00:00,24:00,tiered,,2.5,120,1.11,,,$2.50 for 1st 2hrs; $0.37 for sub. 10 mins
BURLINGTON_SQUARE,main,weekday,07:00,17:00,per_min,,,,,0.04,,$0.04 per min
BURLINGTON_SQUARE,main,weekday,17:00,24:00,per_entry,,,,,,2.2,$2.20 per entry
BURLINGTON_SQUARE,main,sat,00:00,24:00,per_min,,,,,0.06,,$0.06 per min
BURLINGTON_SQUARE,main,sun_ph,00:00,24:00,per_min,,,,,0.06,,$0.06 per min
CAPITACOMMERCIAL_TRUST_CCT,main,weekday,00:00,24:00,hourly,,,,2.05,,,$2.05 per 0.5 hr
CAPITACOMMERCIAL_TRUST_CCT,main,sat,00:00,24:00,hourly,,,,2.05,,,$2.05 per 0.5 hr
CAPITACOMMERCIAL_TRUST_CCT,main,sun_ph,00:00,24:00,hourly,,,,3.1,,,$3.10 per 0.5 hr
CAPITAL_SQUARE,main,weekday,08:00,18:00,hourly,,,,2.2,,,$2.20 for 0.5 hr or part thereof
CAPITAL_SQUARE,main,weekday,18:00,08:00 +1d,per_entry,,,,,,3.2,$3.20 per entry
CAPITAL_SQUARE,main,sat,08:00,18:00,hourly,,,,2.2,,,$2.20 for 0.5 hr or part thereof
CAPITAL_SQUARE,main,sat,18:00,08:00 +1d,per_entry,,,,,,3.2,$3.20 per entry
CAPITAL_SQUARE,main,sun_ph,00:00,24:00,per_entry,,,,,,3.2,$3.20 per entry
CAPITAL_TOWER,main,weekday,07:00,18:00,hourly,,,,2.8,,,$2.80 per 0.5 hr
CAPITAL_TOWER,main,weekday,18:00,24:00,per_entry,,,,,,3.2,$3.20 per entry
CAPITAL_TOWER,main,sat,07:00,18:00,hourly,,,,2.8,,,$2.80 per 0.5 hr
CAPITAL_TOWER,main,sat,18:00,24:00,per_entry,,,,,,3.2,$3.20 per entry
CAPITAL_TOWER,main,sun_ph,00:00,24:00,per_entry,,,,,,3.2,$3.20 per entry
CARLTON_HOTEL_2,main,weekday,07:00,18:00,tiered,3,,,1.5,,,$3 for 1st hr; $1.50 for sub. 0.5 hr
CARLTON_HOTEL_2,main,weekday,18:00,24:00,per_entry,,,,,,6,$6 per entry
CARLTON_HOTEL_2,main,sat,07:00,18:00,tiered,3,,,1.5,,,$3 for 1st hr; $1.50 for sub. 0.5 hr
CARLTON_HOTEL_2,main,sat,18:00,24:00,per_entry,,,,,,6,$6 per entry
CARLTON_HOTEL_2,main,sun_ph,07:00,18:00,tiered,3,,,1.5,,,$3 for 1st hr; $1.50 for sub. 0.5 hr
CARLTON_HOTEL_2,main,sun_ph,18:00,24:00,per_entry,,,,,,6,$6 per entry
CENTRAL_MALL,main,weekday,06:00,17:00,tiered,2,,,1,,,$2.00 for 1st hr; $1.00 for sub. 0.5 hr
CENTRAL_MALL,main,weekday,17:00,24:00,per_entry,,,,,,3,$3.00 per entry
CENTRAL_MALL,main,sat,06:00,17:00,tiered,2,,,1,,,$2.00 for 1st hr; $1.00 for sub. 0.5 hr
CENTRAL_MALL,main,sat,17:00,24:00,per_entry,,,,,,3,$3.00 per entry
CENTRAL_MALL,main,sun_ph,00:00,24:00,per_entry,,,,,,3,$3.00 per entry
CENTRAL,main,weekday,06:00,17:00,tiered,2.2,,,1.1,,,$2.20 for 1st hr; $1.10 for sub. 0.5 hr or part thereof
CENTRAL,main,weekday,17:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
CENTRAL,main,sat,06:00,17:00,tiered,2.2,,,1.1,,,$2.20 for 1st hr; $1.10 for sub. 0.5 hr or part thereof
CENTRAL,main,sat,17:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
CENTRAL,main,sun_ph,00:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
CHIJMES,main,weekday,08:00,05:59 +1d,tiered,2.2,,,1.1,,,$2.20 for 1st hr; $0.55 for sub. 15 mins
CHIJMES,main,weekday,18:00,05:59 +1d,hourly,,,,2,,,"(Valet Parking Only) Valet Charge $4 per entry, Carpark charges: $4 per hr"
CHIJMES,main,sat,08:00,05:59 +1d,tiered,2.2,,,1.1,,,$2.20 for 1st hr; $0.55 for sub. 15 mins
CHIJMES,main,sat,18:00,05:59 +1d,hourly,,,,2,,,"(Valet Parking Only) Valet Charge $4 per entry, Carpark charges: $4 per hr"
CHIJMES,main,sun_ph,08:00,05:59 +1d,tiered,2.2,,,1.1,,,$2.20 for 1st hr; $0.55 for sub. 15 mins
CHIJMES,main,sun_ph,18:00,05:59 +1d,hourly,,,,2,,,"(Valet Parking Only) Valet Charge $4 per entry, Carpark charges: $4 per hr"
CHINA_SQUARE_CENTRAL,main,weekday,08:00,18:00,hourly,,,,1.8,,,$1.80 per 0.5 hr or part thereof
CHINA_SQUARE_CENTRAL,main,weekday,18:00,24:00,per_entry,,,,,,3,$3 per entry. (
CHINA_SQUARE_CENTRAL,main,sat,00:00,24:00,per_entry,,,,,,3,$3 per entry. (
CHINA_SQUARE_CENTRAL,main,sun_ph,00:00,24:00,per_entry,,,,,,3,$3 per entry. (
CHINATOWN_POINT,main,weekday,07:00,17:00,hourly,,,,1.2,,,$1.20 per 0.5 hr
CHINATOWN_POINT,main,weekday,17:00,24:00,per_entry,,,,,,2.5,$2.50 per entry
CHINATOWN_POINT,main,sat,07:00,17:00,hourly,,,,1.2,,,$1.20 per 0.5 hr
CHINATOWN_POINT,main,sat,17:00,24:00,per_entry,,,,,,2.5,$2.50 per entry
CHINATOWN_POINT,main,sun_ph,00:00,24:00,per_entry,,,,,,2.5,$2.50 per entry
CLARKE_QUAY,main,weekday,15:00,16:59,tiered,,2.14,120,0.535,,,$2.14 for 1st 2hrs; $1.07 for sub. hr (Free parking between 12pm-2.59pm)
CLARKE_QUAY,main,weekday,17:00,24:00,tiered,2.14,,,0.535,,,$2.14 for 1st hr; $1.07 for sub. hr (Cap at $5.35)
CLARKE_QUAY,main,sat,07:00,16:59,tiered,,2.14,120,0.535,,,$2.14 for 1st 2hrs; $1.07 for sub. hr
CLARKE_QUAY,main,sat,17:00,24:00,tiered,2.14,,,0.535,,,$2.14 for 1st hr; $1.07 for sub. hr (Cap at $5.35)
CLARKE_QUAY,main,sun_ph,00:00,24:00,per_entry,,,,,,2.68,$2.68 per entry
CLIFFORD_CENTRE,main,weekday,06:00,17:00,hourly,,,,2.5,,,$5 per hr (Car park closed at 11pm daily from Mon-Sat)
CLIFFORD_CENTRE,main,weekday,17:00,23:00,per_entry,,,,,,3,$3 per entry
CLIFFORD_CENTRE,main,sat,06:00,17:00,hourly,,,,2.5,,,$5 per hr (Car park closed at 11pm daily from Mon-Sat)
CLIFFORD_CENTRE,main,sat,17:00,23:00,per_entry,,,,,,3,$3 per entry
CLIFFORD_CENTRE,main,sun_ph,06:00,17:00,hourly,,,,2.5,,,$5 per hr (Car park closed at 11pm daily from Mon-Sat)
CLIFFORD_CENTRE,main,sun_ph,17:00,23:00,per_entry,,,,,,3,$3 per entry
CONRAD_CENTENNIAL_SINGAPORE,main,weekday,07:00,18:00,tiered,3.3,,,1.1,,,$3.30 for 1st hr; $1.10 for sub.0.5 hr
CONRAD_CENTENNIAL_SINGAPORE,main,weekday,18:00,24:00,per_entry,,,,,,2.2,$2.20 per entry
CONRAD_CENTENNIAL_SINGAPORE,main,sat,00:00,24:00,tiered,,2.2,120,0.55,,,$2.20 for 1st 2hrs; $1.10 for sub. hr
CONRAD_CENTENNIAL_SINGAPORE,main,sun_ph,00:00,24:00,tiered,,2.2,120,0.55,,,$2.20 for 1st 2hrs; $1.10 for sub. hr
COPTHORNE_KING_S_HOTEL_2,main,weekday,07:00,24:00,tiered,3,,,1.5,,,$3 for 1st hr; $1.50 for sub 0.5 hr
COPTHORNE_KING_S_HOTEL_2,main,weekday,00:00,24:00,tiered,4,,,2,,,$4 for 1st hr; $2 for sub 0.5 hr
COPTHORNE_KING_S_HOTEL_2,main,sat,07:00,24:00,tiered,3,,,1.5,,,$3 for 1st hr; $1.50 for sub 0.5 hr
COPTHORNE_KING_S_HOTEL_2,main,sat,00:00,24:00,tiered,4,,,2,,,$4 for 1st hr; $2 for sub 0.5 hr
COPTHORNE_KING_S_HOTEL_2,main,sun_ph,07:00,24:00,tiered,3,,,1.5,,,$3 for 1st hr; $1.50 for sub 0.5 hr
COPTHORNE_KING_S_HOTEL_2,main,sun_ph,00:00,24:00,tiered,4,,,2,,,$4 for 1st hr; $2 for sub 0.5 hr
COPTHORNE_ORCHID_HOTEL_2,main,weekday,08:00,17:00,tiered,1.5,,,0.5,,,"$1.50 for 1st hr; $1 for sub. hr, per day $20)"
COPTHORNE_ORCHID_HOTEL_2,main,weekday,17:00,24:00,per_entry,,,,,,3,$3 per entry
COPTHORNE_ORCHID_HOTEL_2,main,sat,08:00,17:00,tiered,1.5,,,0.5,,,"$1.50 for 1st hr; $1 for sub. hr, per day $20)"
COPTHORNE_ORCHID_HOTEL_2,main,sat,17:00,24:00,per_entry,,,,,,3,$3 per entry
COPTHORNE_ORCHID_HOTEL_2,main,sun_ph,08:00,17:00,tiered,1.5,,,0.5,,,"$1.50 for 1st hr; $1 for sub. hr, per day $20)"
COPTHORNE_ORCHID_HOTEL_2,main,sun_ph,17:00,24:00,per_entry,,,,,,3,$3 per entry
CPF_BUILDING_ROBINSON_ROAD,main,weekday,06:00,17:00,hourly,,,,1.5,,,$1.50 per 0.5 hr; Closed at 5pm. Cars remaining from 5pm onward will be charged an additional flat rate of $5
CPF_BUILDING_ROBINSON_ROAD,main,sat,06:00,13:00,hourly,,,,1.5,,,$1.50 per 0.5 hr. Closed at 1:00pm. Cars remaining from 1:00pm onward will be charged an additional flat rate of $5
DBS_BUILDING,main,weekday,06:00,19:00,hourly,,,,2.57,,,$2.57 per 0.5 hr
DBS_BUILDING,main,weekday,19:00,24:00,per_entry,,,,,,2.57,$2.57 per entry
DBS_BUILDING,main,sat,06:00,13:00,hourly,,,,2.57,,,$2.57 per 0.5 hr
DBS_BUILDING,main,sat,13:00,24:00,per_entry,,,,,,2.57,$2.57 per entry
DBS_BUILDING,main,sun_ph,00:00,24:00,per_entry,,,,,,2.57,$2.57 per entry
FAR_EAST_SQUARE,main,weekday,06:00,16:59,hourly,,,,2.14,,,$2.14 per 0.5 hr
FAR_EAST_SQUARE,main,weekday,17:00,24:00,per_entry,,,,,,3.21,$3.21 per entry
FAR_EAST_SQUARE,main,sat,00:00,24:00,per_entry,,,,,,3.21,$3.21 per entry
FAR_EAST_SQUARE,main,sun_ph,00:00,24:00,per_entry,,,,,,3.21,$3.21 per entry
FAR_EASTERN_BANK_BUILDING,main,weekday,07:00,18:00,hourly,,,,2.3,,,$2.30 per 0.5 hr
FAR_EASTERN_BANK_BUILDING,main,weekday,18:30,24:00,per_entry,,,,,,3.2,$3.20 per entry
FAR_EASTERN_BANK_BUILDING,main,sat,07:00,18:00,hourly,,,,2.3,,,$2.30 per 0.5 hr
FAR_EASTERN_BANK_BUILDING,main,sat,18:30,24:00,per_entry,,,,,,3.2,$3.20 per entry
FORTUNE_CENTRE,main,weekday,07:00,19:00,hourly,,,,1.61,,,$3.22 per hr
FORTUNE_CENTRE,main,weekday,19:00,24:00,per_entry,,,,,,3.21,$3.21 per entry
